Number,Frame #,isReplay,Camera Angle,Condensed Views,IsTrackView,isRace,,Connor,Eric,Brendon,JD,,,,,,,,
248850,frame_248850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
248900,frame_248900,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
248950,frame_248950,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
249000,frame_249000,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
249050,frame_249050,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
249100,frame_249100,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
249150,frame_249150,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
249200,frame_249200,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
249250,frame_249250,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
249300,frame_249300,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
249350,frame_249350,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
249400,frame_249400,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
249450,frame_249450,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
249500,frame_249500,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
249550,frame_249550,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
249600,frame_249600,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
249650,frame_249650,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
249700,frame_249700,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
249750,frame_249750,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
249800,frame_249800,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
249850,frame_249850,FALSE,,,FALSE,FALSE,,,,,,,,,,,,,
249900,frame_249900,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
249950,frame_249950,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
250000,frame_250000,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
250050,frame_250050,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
250100,frame_250100,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
250150,frame_250150,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
250200,frame_250200,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
250250,frame_250250,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
250300,frame_250300,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
250350,frame_250350,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
250400,frame_250400,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
250450,frame_250450,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
250500,frame_250500,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
250550,frame_250550,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
250600,frame_250600,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
250650,frame_250650,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
250700,frame_250700,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
250750,frame_250750,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
250800,frame_250800,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
250850,frame_250850,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
250900,frame_250900,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
250950,frame_250950,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
251000,frame_251000,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
251050,frame_251050,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
251100,frame_251100,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
251150,frame_251150,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
251200,frame_251200,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
251250,frame_251250,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
251300,frame_251300,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
251350,frame_251350,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
251400,frame_251400,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
251450,frame_251450,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
251500,frame_251500,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
251550,frame_251550,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
251600,frame_251600,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
251650,frame_251650,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
251700,frame_251700,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
251750,frame_251750,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
251800,frame_251800,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
251850,frame_251850,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
251900,frame_251900,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
251950,frame_251950,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
252000,frame_252000,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
252050,frame_252050,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
252100,frame_252100,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
252150,frame_252150,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
252200,frame_252200,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
252250,frame_252250,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
252300,frame_252300,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
252350,frame_252350,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
252400,frame_252400,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
252450,frame_252450,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
252500,frame_252500,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
252550,frame_252550,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
252600,frame_252600,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
252650,frame_252650,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
252700,frame_252700,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
252750,frame_252750,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
252800,frame_252800,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
252850,frame_252850,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
252900,frame_252900,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
252950,frame_252950,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
253000,frame_253000,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
253050,frame_253050,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
253100,frame_253100,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
253150,frame_253150,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
253200,frame_253200,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
253250,frame_253250,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
253300,frame_253300,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
253350,frame_253350,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
253400,frame_253400,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
253450,frame_253450,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
253500,frame_253500,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
253550,frame_253550,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
253600,frame_253600,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
253650,frame_253650,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
253700,frame_253700,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
253750,frame_253750,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
253800,frame_253800,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
253850,frame_253850,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
253900,frame_253900,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
253950,frame_253950,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
254000,frame_254000,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
254050,frame_254050,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
254100,frame_254100,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
254150,frame_254150,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
254200,frame_254200,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
254250,frame_254250,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
254300,frame_254300,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
254350,frame_254350,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
254400,frame_254400,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
254450,frame_254450,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
254500,frame_254500,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
254550,frame_254550,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
254600,frame_254600,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
254650,frame_254650,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
254700,frame_254700,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
254750,frame_254750,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
254800,frame_254800,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
254850,frame_254850,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
254900,frame_254900,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
254950,frame_254950,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
255000,frame_255000,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
255050,frame_255050,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
255100,frame_255100,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
255150,frame_255150,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
255200,frame_255200,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
255250,frame_255250,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
255300,frame_255300,FALSE,isOtherDetailView,isOtherView,FALSE,FALSE,,,,,,,,,,,,,
255350,frame_255350,FALSE,isOtherDetailView,isOtherView,FALSE,FALSE,,,,,,,,,,,,,
255400,frame_255400,FALSE,isOtherDetailView,isOtherView,FALSE,FALSE,,,,,,,,,,,,,
255450,frame_255450,FALSE,isOtherDetailView,isOtherView,FALSE,FALSE,,,,,,,,,,,,,
255500,frame_255500,FALSE,isOtherDetailView,isOtherView,FALSE,FALSE,,,,,,,,,,,,,
255550,frame_255550,FALSE,isOtherDetailView,isOtherView,FALSE,FALSE,,,,,,,,,,,,,
255600,frame_255600,FALSE,isOtherDetailView,isOtherView,FALSE,FALSE,,,,,,,,,,,,,
255650,frame_255650,FALSE,isOtherDetailView,isOtherView,FALSE,FALSE,,,,,,,,,,,,,
255700,frame_255700,FALSE,isOtherDetailView,isOtherView,FALSE,FALSE,,,,,,,,,,,,,
255750,frame_255750,FALSE,isOtherDetailView,isOtherView,FALSE,FALSE,,,,,,,,,,,,,
255800,frame_255800,FALSE,isOtherDetailView,isOtherView,FALSE,FALSE,,,,,,,,,,,,,
255850,frame_255850,FALSE,isOtherDetailView,isOtherView,FALSE,FALSE,,,,,,,,,,,,,
255900,frame_255900,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
255950,frame_255950,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
256000,frame_256000,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
256050,frame_256050,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
256100,frame_256100,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
256150,frame_256150,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
256200,frame_256200,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
256250,frame_256250,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
256300,frame_256300,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
256350,frame_256350,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
256400,frame_256400,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
256450,frame_256450,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
256500,frame_256500,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
256550,frame_256550,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
256600,frame_256600,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
256650,frame_256650,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
256700,frame_256700,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
256750,frame_256750,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
256800,frame_256800,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
256850,frame_256850,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
256900,frame_256900,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
256950,frame_256950,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
257000,frame_257000,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
257050,frame_257050,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
257100,frame_257100,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
257150,frame_257150,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
257200,frame_257200,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
257250,frame_257250,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
257300,frame_257300,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
257350,frame_257350,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
257400,frame_257400,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
257450,frame_257450,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
257500,frame_257500,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
257550,frame_257550,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
257600,frame_257600,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
257650,frame_257650,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
257700,frame_257700,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
257750,frame_257750,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
257800,frame_257800,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
257850,frame_257850,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
257900,frame_257900,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
257950,frame_257950,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
258000,frame_258000,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
258050,frame_258050,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
258100,frame_258100,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
258150,frame_258150,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
258200,frame_258200,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
258250,frame_258250,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
258300,frame_258300,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
258350,frame_258350,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
258400,frame_258400,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
258450,frame_258450,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
258500,frame_258500,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
258550,frame_258550,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
258600,frame_258600,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
258650,frame_258650,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
258700,frame_258700,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
258750,frame_258750,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
258800,frame_258800,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
258850,frame_258850,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
258900,frame_258900,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
258950,frame_258950,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
259000,frame_259000,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
259050,frame_259050,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
259100,frame_259100,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
259150,frame_259150,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
259200,frame_259200,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
259250,frame_259250,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
259300,frame_259300,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
259350,frame_259350,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
259400,frame_259400,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
259450,frame_259450,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
259500,frame_259500,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
259550,frame_259550,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
259600,frame_259600,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
259650,frame_259650,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
259700,frame_259700,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
259750,frame_259750,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
259800,frame_259800,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
259850,frame_259850,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
259900,frame_259900,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
259950,frame_259950,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
260000,frame_260000,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
260050,frame_260050,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
260100,frame_260100,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
260150,frame_260150,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
260200,frame_260200,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
260250,frame_260250,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
260300,frame_260300,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
260350,frame_260350,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
260400,frame_260400,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
260450,frame_260450,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
260500,frame_260500,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
260550,frame_260550,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
260600,frame_260600,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
260650,frame_260650,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
260700,frame_260700,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
260750,frame_260750,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
260800,frame_260800,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
260850,frame_260850,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
260900,frame_260900,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
260950,frame_260950,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
261000,frame_261000,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
261050,frame_261050,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
261100,frame_261100,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
261150,frame_261150,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
261200,frame_261200,FALSE,isOnCarFrontView,isDriverView,FALSE,TRUE,,,,,,,,,,,,,
261250,frame_261250,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
261300,frame_261300,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
261350,frame_261350,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
261400,frame_261400,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
261450,frame_261450,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
261500,frame_261500,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
261550,frame_261550,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
261600,frame_261600,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
261650,frame_261650,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
261700,frame_261700,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
261750,frame_261750,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
261800,frame_261800,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
261850,frame_261850,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
261900,frame_261900,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
261950,frame_261950,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
262000,frame_262000,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
262050,frame_262050,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
262100,frame_262100,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
262150,frame_262150,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
262200,frame_262200,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
262250,frame_262250,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
262300,frame_262300,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
262350,frame_262350,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
262400,frame_262400,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
262450,frame_262450,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
262500,frame_262500,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
262550,frame_262550,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
262600,frame_262600,FALSE,isTrackSideView,isTrackView,TRUE,TRUE,,,,,,,,,,,,,
