Number,Frame #,isReplay,Camera Angle,Condensed Views,isRace,,Connor,Eric,Brendon,JD,,,,,,,,
0000077250,frame_77250,FALSE,,,FALSE,,,,,,,,,,,,,
0000077300,frame_77300,FALSE,,,FALSE,,,,,,,,,,,,,
0000077350,frame_77350,FALSE,,,FALSE,,,,,,,,,,,,,
0000077400,frame_77400,FALSE,,,FALSE,,,,,,,,,,,,,
0000077450,frame_77450,FALSE,,,FALSE,,,,,,,,,,,,,
0000077500,frame_77500,FALSE,,,FALSE,,,,,,,,,,,,,
0000077550,frame_77550,FALSE,,,FALSE,,,,,,,,,,,,,
0000077600,frame_77600,FALSE,,,FALSE,,,,,,,,,,,,,
0000077650,frame_77650,FALSE,,,FALSE,,,,,,,,,,,,,
0000077700,frame_77700,FALSE,,,FALSE,,,,,,,,,,,,,
0000077750,frame_77750,FALSE,,,FALSE,,,,,,,,,,,,,
0000077800,frame_77800,FALSE,,,FALSE,,,,,,,,,,,,,
0000077850,frame_77850,FALSE,,,FALSE,,,,,,,,,,,,,
0000077900,frame_77900,FALSE,,,FALSE,,,,,,,,,,,,,
0000077950,frame_77950,FALSE,,,FALSE,,,,,,,,,,,,,
0000078000,frame_78000,FALSE,,,FALSE,,,,,,,,,,,,,
0000078050,frame_78050,FALSE,,,FALSE,,,,,,,,,,,,,
0000078100,frame_78100,FALSE,,,FALSE,,,,,,,,,,,,,
0000078150,frame_78150,FALSE,,,FALSE,,,,,,,,,,,,,
0000078200,frame_78200,FALSE,,,FALSE,,,,,,,,,,,,,
0000078250,frame_78250,FALSE,,,FALSE,,,,,,,,,,,,,
0000078300,frame_78300,FALSE,,,FALSE,,,,,,,,,,,,,
0000078350,frame_78350,FALSE,,,FALSE,,,,,,,,,,,,,
0000078400,frame_78400,FALSE,,,FALSE,,,,,,,,,,,,,
0000078450,frame_78450,FALSE,,,FALSE,,,,,,,,,,,,,
0000078500,frame_78500,FALSE,,,FALSE,,,,,,,,,,,,,
0000078550,frame_78550,FALSE,,,FALSE,,,,,,,,,,,,,
0000078600,frame_78600,FALSE,,,FALSE,,,,,,,,,,,,,
0000078650,frame_78650,FALSE,,,FALSE,,,,,,,,,,,,,
0000078700,frame_78700,FALSE,,,FALSE,,,,,,,,,,,,,
0000078750,frame_78750,FALSE,,,FALSE,,,,,,,,,,,,,
0000078800,frame_78800,FALSE,,,FALSE,,,,,,,,,,,,,
0000078850,frame_78850,FALSE,,,FALSE,,,,,,,,,,,,,
0000078900,frame_78900,FALSE,,,FALSE,,,,,,,,,,,,,
0000078950,frame_78950,FALSE,,,FALSE,,,,,,,,,,,,,
0000079000,frame_79000,FALSE,,,FALSE,,,,,,,,,,,,,
0000079050,frame_79050,FALSE,,,FALSE,,,,,,,,,,,,,
0000079100,frame_79100,FALSE,,,FALSE,,,,,,,,,,,,,
0000079150,frame_79150,FALSE,,,FALSE,,,,,,,,,,,,,
0000079200,frame_79200,FALSE,,,FALSE,,,,,,,,,,,,,
0000079250,frame_79250,FALSE,,,FALSE,,,,,,,,,,,,,
0000079300,frame_79300,FALSE,,,FALSE,,,,,,,,,,,,,
0000079350,frame_79350,FALSE,,,FALSE,,,,,,,,,,,,,
0000079400,frame_79400,FALSE,,,FALSE,,,,,,,,,,,,,
0000079450,frame_79450,FALSE,,,FALSE,,,,,,,,,,,,,
0000079500,frame_79500,FALSE,,,FALSE,,,,,,,,,,,,,
0000079550,frame_79550,FALSE,,,FALSE,,,,,,,,,,,,,
0000079600,frame_79600,FALSE,,,FALSE,,,,,,,,,,,,,
0000079650,frame_79650,FALSE,,,FALSE,,,,,,,,,,,,,
0000079700,frame_79700,FALSE,,,FALSE,,,,,,,,,,,,,
0000079750,frame_79750,FALSE,,,FALSE,,,,,,,,,,,,,
0000079800,frame_79800,FALSE,,,FALSE,,,,,,,,,,,,,
0000079850,frame_79850,FALSE,,,FALSE,,,,,,,,,,,,,
0000079900,frame_79900,FALSE,,,FALSE,,,,,,,,,,,,,
0000079950,frame_79950,FALSE,,,FALSE,,,,,,,,,,,,,
0000080000,frame_80000,FALSE,,,FALSE,,,,,,,,,,,,,
0000080050,frame_80050,FALSE,,,FALSE,,,,,,,,,,,,,
0000080100,frame_80100,FALSE,,,FALSE,,,,,,,,,,,,,
0000080150,frame_80150,FALSE,,,FALSE,,,,,,,,,,,,,
0000080200,frame_80200,FALSE,,,FALSE,,,,,,,,,,,,,
0000080250,frame_80250,FALSE,,,FALSE,,,,,,,,,,,,,
0000080300,frame_80300,FALSE,,,FALSE,,,,,,,,,,,,,
0000080350,frame_80350,FALSE,,,FALSE,,,,,,,,,,,,,
0000080400,frame_80400,FALSE,,,FALSE,,,,,,,,,,,,,
0000080450,frame_80450,FALSE,,,FALSE,,,,,,,,,,,,,
0000080500,frame_80500,FALSE,,,FALSE,,,,,,,,,,,,,
0000080550,frame_80550,FALSE,,,FALSE,,,,,,,,,,,,,
0000080600,frame_80600,FALSE,,,FALSE,,,,,,,,,,,,,
0000080650,frame_80650,FALSE,,,FALSE,,,,,,,,,,,,,
0000080700,frame_80700,FALSE,,,FALSE,,,,,,,,,,,,,
0000080750,frame_80750,FALSE,,,FALSE,,,,,,,,,,,,,
0000080800,frame_80800,FALSE,,,FALSE,,,,,,,,,,,,,
0000080850,frame_80850,FALSE,,,FALSE,,,,,,,,,,,,,
0000080900,frame_80900,FALSE,,,FALSE,,,,,,,,,,,,,
0000080950,frame_80950,FALSE,,,FALSE,,,,,,,,,,,,,
0000081000,frame_81000,FALSE,,,FALSE,,,,,,,,,,,,,
0000081050,frame_81050,FALSE,,,FALSE,,,,,,,,,,,,,
0000081100,frame_81100,FALSE,,,FALSE,,,,,,,,,,,,,
0000081150,frame_81150,FALSE,,,FALSE,,,,,,,,,,,,,
0000081200,frame_81200,FALSE,,,FALSE,,,,,,,,,,,,,
0000081250,frame_81250,FALSE,,,FALSE,,,,,,,,,,,,,
0000081300,frame_81300,FALSE,,,FALSE,,,,,,,,,,,,,
0000081350,frame_81350,FALSE,,,FALSE,,,,,,,,,,,,,
0000081400,frame_81400,FALSE,,,FALSE,,,,,,,,,,,,,
0000081450,frame_81450,FALSE,,,FALSE,,,,,,,,,,,,,
0000081500,frame_81500,FALSE,,,FALSE,,,,,,,,,,,,,
0000081550,frame_81550,FALSE,,,FALSE,,,,,,,,,,,,,
0000081600,frame_81600,FALSE,,,FALSE,,,,,,,,,,,,,
0000081650,frame_81650,FALSE,,,FALSE,,,,,,,,,,,,,
0000081700,frame_81700,FALSE,,,FALSE,,,,,,,,,,,,,
0000081750,frame_81750,FALSE,,,FALSE,,,,,,,,,,,,,
0000081800,frame_81800,FALSE,,,FALSE,,,,,,,,,,,,,
0000081850,frame_81850,FALSE,,,FALSE,,,,,,,,,,,,,
0000081900,frame_81900,FALSE,,,FALSE,,,,,,,,,,,,,
0000081950,frame_81950,FALSE,,,FALSE,,,,,,,,,,,,,
0000082000,frame_82000,FALSE,,,FALSE,,,,,,,,,,,,,
0000082050,frame_82050,FALSE,,,FALSE,,,,,,,,,,,,,
0000082100,frame_82100,FALSE,,,FALSE,,,,,,,,,,,,,
0000082150,frame_82150,FALSE,,,FALSE,,,,,,,,,,,,,
0000082200,frame_82200,FALSE,,,FALSE,,,,,,,,,,,,,
0000082250,frame_82250,FALSE,,,FALSE,,,,,,,,,,,,,
0000082300,frame_82300,FALSE,,,FALSE,,,,,,,,,,,,,
0000082350,frame_82350,FALSE,,,FALSE,,,,,,,,,,,,,
0000082400,frame_82400,FALSE,,,FALSE,,,,,,,,,,,,,
0000082450,frame_82450,FALSE,,,FALSE,,,,,,,,,,,,,
0000082500,frame_82500,FALSE,,,FALSE,,,,,,,,,,,,,
0000082550,frame_82550,FALSE,,,FALSE,,,,,,,,,,,,,
0000082600,frame_82600,FALSE,,,FALSE,,,,,,,,,,,,,
0000082650,frame_82650,FALSE,,,FALSE,,,,,,,,,,,,,
0000082700,frame_82700,FALSE,,,FALSE,,,,,,,,,,,,,
0000082750,frame_82750,FALSE,,,FALSE,,,,,,,,,,,,,
0000082800,frame_82800,FALSE,,,FALSE,,,,,,,,,,,,,
0000082850,frame_82850,FALSE,,,FALSE,,,,,,,,,,,,,
0000082900,frame_82900,FALSE,,,FALSE,,,,,,,,,,,,,
0000082950,frame_82950,FALSE,,,FALSE,,,,,,,,,,,,,
0000083000,frame_83000,FALSE,,,FALSE,,,,,,,,,,,,,
0000083050,frame_83050,FALSE,,,FALSE,,,,,,,,,,,,,
0000083100,frame_83100,FALSE,,,FALSE,,,,,,,,,,,,,
0000083150,frame_83150,FALSE,,,FALSE,,,,,,,,,,,,,
0000083200,frame_83200,FALSE,,,FALSE,,,,,,,,,,,,,
0000083250,frame_83250,FALSE,,,FALSE,,,,,,,,,,,,,
0000083300,frame_83300,FALSE,,,FALSE,,,,,,,,,,,,,
0000083350,frame_83350,FALSE,,,FALSE,,,,,,,,,,,,,
0000083400,frame_83400,FALSE,,,FALSE,,,,,,,,,,,,,
0000083450,frame_83450,FALSE,,,FALSE,,,,,,,,,,,,,
0000083500,frame_83500,FALSE,,,FALSE,,,,,,,,,,,,,
0000083550,frame_83550,FALSE,,,FALSE,,,,,,,,,,,,,
0000083600,frame_83600,FALSE,,,FALSE,,,,,,,,,,,,,
0000083650,frame_83650,FALSE,,,FALSE,,,,,,,,,,,,,
0000083700,frame_83700,FALSE,,,FALSE,,,,,,,,,,,,,
0000083750,frame_83750,FALSE,,,FALSE,,,,,,,,,,,,,
0000083800,frame_83800,FALSE,,,FALSE,,,,,,,,,,,,,
0000083850,frame_83850,FALSE,,,FALSE,,,,,,,,,,,,,
0000083900,frame_83900,FALSE,,,FALSE,,,,,,,,,,,,,
0000083950,frame_83950,FALSE,,,FALSE,,,,,,,,,,,,,
0000084000,frame_84000,FALSE,,,FALSE,,,,,,,,,,,,,
0000084050,frame_84050,FALSE,,,FALSE,,,,,,,,,,,,,
0000084100,frame_84100,FALSE,,,FALSE,,,,,,,,,,,,,
0000084150,frame_84150,FALSE,,,FALSE,,,,,,,,,,,,,
0000084200,frame_84200,FALSE,,,FALSE,,,,,,,,,,,,,
0000084250,frame_84250,FALSE,,,FALSE,,,,,,,,,,,,,
0000084300,frame_84300,FALSE,,,FALSE,,,,,,,,,,,,,
0000084350,frame_84350,FALSE,,,FALSE,,,,,,,,,,,,,
0000084400,frame_84400,FALSE,,,FALSE,,,,,,,,,,,,,
0000084450,frame_84450,FALSE,,,FALSE,,,,,,,,,,,,,
0000084500,frame_84500,FALSE,,,FALSE,,,,,,,,,,,,,
0000084550,frame_84550,FALSE,,,FALSE,,,,,,,,,,,,,
0000084600,frame_84600,FALSE,,,FALSE,,,,,,,,,,,,,
0000084650,frame_84650,FALSE,,,FALSE,,,,,,,,,,,,,
0000084700,frame_84700,FALSE,,,FALSE,,,,,,,,,,,,,
0000084750,frame_84750,FALSE,,,FALSE,,,,,,,,,,,,,
0000084800,frame_84800,FALSE,,,FALSE,,,,,,,,,,,,,
0000084850,frame_84850,FALSE,,,FALSE,,,,,,,,,,,,,
0000084900,frame_84900,FALSE,,,FALSE,,,,,,,,,,,,,
0000084950,frame_84950,FALSE,,,FALSE,,,,,,,,,,,,,
0000085000,frame_85000,FALSE,,,FALSE,,,,,,,,,,,,,
0000085050,frame_85050,FALSE,,,FALSE,,,,,,,,,,,,,
0000085100,frame_85100,FALSE,,,FALSE,,,,,,,,,,,,,
0000085150,frame_85150,FALSE,,,FALSE,,,,,,,,,,,,,
0000085200,frame_85200,FALSE,,,FALSE,,,,,,,,,,,,,
0000085250,frame_85250,FALSE,,,FALSE,,,,,,,,,,,,,
0000085300,frame_85300,FALSE,,,FALSE,,,,,,,,,,,,,
0000085350,frame_85350,FALSE,,,FALSE,,,,,,,,,,,,,
0000085400,frame_85400,FALSE,,,FALSE,,,,,,,,,,,,,
0000085450,frame_85450,FALSE,,,FALSE,,,,,,,,,,,,,
0000085500,frame_85500,FALSE,,,FALSE,,,,,,,,,,,,,
0000085550,frame_85550,FALSE,,,FALSE,,,,,,,,,,,,,
0000085600,frame_85600,FALSE,,,FALSE,,,,,,,,,,,,,
0000085650,frame_85650,FALSE,,,FALSE,,,,,,,,,,,,,
0000085700,frame_85700,FALSE,,,FALSE,,,,,,,,,,,,,
0000085750,frame_85750,FALSE,,,FALSE,,,,,,,,,,,,,
0000085800,frame_85800,FALSE,,,FALSE,,,,,,,,,,,,,
0000085850,frame_85850,FALSE,,,FALSE,,,,,,,,,,,,,
0000085900,frame_85900,FALSE,,,FALSE,,,,,,,,,,,,,
0000085950,frame_85950,FALSE,,,FALSE,,,,,,,,,,,,,
0000086000,frame_86000,FALSE,,,FALSE,,,,,,,,,,,,,
0000086050,frame_86050,FALSE,,,FALSE,,,,,,,,,,,,,
0000086100,frame_86100,FALSE,,,FALSE,,,,,,,,,,,,,
0000086150,frame_86150,FALSE,,,FALSE,,,,,,,,,,,,,
0000086200,frame_86200,FALSE,,,FALSE,,,,,,,,,,,,,
0000086250,frame_86250,FALSE,,,FALSE,,,,,,,,,,,,,
0000086300,frame_86300,FALSE,,,FALSE,,,,,,,,,,,,,
0000086350,frame_86350,FALSE,,,FALSE,,,,,,,,,,,,,
0000086400,frame_86400,FALSE,,,FALSE,,,,,,,,,,,,,
0000086450,frame_86450,FALSE,,,FALSE,,,,,,,,,,,,,
0000086500,frame_86500,FALSE,,,FALSE,,,,,,,,,,,,,
0000086550,frame_86550,FALSE,,,FALSE,,,,,,,,,,,,,
0000086600,frame_86600,FALSE,,,FALSE,,,,,,,,,,,,,
0000086650,frame_86650,FALSE,,,FALSE,,,,,,,,,,,,,
0000086700,frame_86700,FALSE,,,FALSE,,,,,,,,,,,,,
0000086750,frame_86750,FALSE,,,FALSE,,,,,,,,,,,,,
0000086800,frame_86800,FALSE,,,FALSE,,,,,,,,,,,,,
0000086850,frame_86850,FALSE,,,FALSE,,,,,,,,,,,,,
0000086900,frame_86900,FALSE,,,FALSE,,,,,,,,,,,,,
0000086950,frame_86950,FALSE,,,FALSE,,,,,,,,,,,,,
0000087000,frame_87000,FALSE,,,FALSE,,,,,,,,,,,,,
0000087050,frame_87050,FALSE,,,FALSE,,,,,,,,,,,,,
0000087100,frame_87100,FALSE,,,FALSE,,,,,,,,,,,,,
0000087150,frame_87150,FALSE,,,FALSE,,,,,,,,,,,,,
0000087200,frame_87200,FALSE,,,FALSE,,,,,,,,,,,,,
0000087250,frame_87250,FALSE,,,FALSE,,,,,,,,,,,,,
0000087300,frame_87300,FALSE,,,FALSE,,,,,,,,,,,,,
0000087350,frame_87350,FALSE,,,FALSE,,,,,,,,,,,,,
0000087400,frame_87400,FALSE,,,FALSE,,,,,,,,,,,,,
0000087450,frame_87450,FALSE,,,FALSE,,,,,,,,,,,,,
0000087500,frame_87500,FALSE,,,FALSE,,,,,,,,,,,,,
0000087550,frame_87550,FALSE,,,FALSE,,,,,,,,,,,,,
0000087600,frame_87600,FALSE,,,FALSE,,,,,,,,,,,,,
0000087650,frame_87650,FALSE,,,FALSE,,,,,,,,,,,,,
0000087700,frame_87700,FALSE,,,FALSE,,,,,,,,,,,,,
0000087750,frame_87750,FALSE,,,FALSE,,,,,,,,,,,,,
0000087800,frame_87800,FALSE,,,FALSE,,,,,,,,,,,,,
0000087850,frame_87850,FALSE,,,FALSE,,,,,,,,,,,,,
0000087900,frame_87900,FALSE,,,FALSE,,,,,,,,,,,,,
0000087950,frame_87950,FALSE,,,FALSE,,,,,,,,,,,,,
0000088000,frame_88000,FALSE,,,FALSE,,,,,,,,,,,,,
0000088050,frame_88050,FALSE,,,FALSE,,,,,,,,,,,,,
0000088100,frame_88100,FALSE,,,FALSE,,,,,,,,,,,,,
0000088150,frame_88150,FALSE,,,FALSE,,,,,,,,,,,,,
0000088200,frame_88200,FALSE,,,FALSE,,,,,,,,,,,,,
0000088250,frame_88250,FALSE,,,FALSE,,,,,,,,,,,,,
0000088300,frame_88300,FALSE,,,FALSE,,,,,,,,,,,,,
0000088350,frame_88350,FALSE,,,FALSE,,,,,,,,,,,,,
0000088400,frame_88400,FALSE,,,FALSE,,,,,,,,,,,,,
0000088450,frame_88450,FALSE,,,FALSE,,,,,,,,,,,,,
0000088500,frame_88500,FALSE,,,FALSE,,,,,,,,,,,,,
0000088550,frame_88550,FALSE,,,FALSE,,,,,,,,,,,,,
0000088600,frame_88600,FALSE,,,FALSE,,,,,,,,,,,,,
0000088650,frame_88650,FALSE,,,FALSE,,,,,,,,,,,,,
0000088700,frame_88700,FALSE,,,FALSE,,,,,,,,,,,,,
0000088750,frame_88750,FALSE,,,FALSE,,,,,,,,,,,,,
0000088800,frame_88800,FALSE,,,FALSE,,,,,,,,,,,,,
0000088850,frame_88850,FALSE,,,FALSE,,,,,,,,,,,,,
0000088900,frame_88900,FALSE,,,FALSE,,,,,,,,,,,,,
0000088950,frame_88950,FALSE,,,FALSE,,,,,,,,,,,,,
0000089000,frame_89000,FALSE,,,FALSE,,,,,,,,,,,,,
0000089050,frame_89050,FALSE,,,FALSE,,,,,,,,,,,,,
0000089100,frame_89100,FALSE,,,FALSE,,,,,,,,,,,,,
0000089150,frame_89150,FALSE,,,FALSE,,,,,,,,,,,,,
0000089200,frame_89200,FALSE,,,FALSE,,,,,,,,,,,,,
0000089250,frame_89250,FALSE,,,FALSE,,,,,,,,,,,,,
0000089300,frame_89300,FALSE,,,FALSE,,,,,,,,,,,,,
0000089350,frame_89350,FALSE,,,FALSE,,,,,,,,,,,,,
0000089400,frame_89400,FALSE,,,FALSE,,,,,,,,,,,,,
0000089450,frame_89450,FALSE,,,FALSE,,,,,,,,,,,,,
0000089500,frame_89500,FALSE,,,FALSE,,,,,,,,,,,,,
0000089550,frame_89550,FALSE,,,FALSE,,,,,,,,,,,,,
0000089600,frame_89600,FALSE,,,FALSE,,,,,,,,,,,,,
0000089650,frame_89650,FALSE,,,FALSE,,,,,,,,,,,,,
0000089700,frame_89700,FALSE,,,FALSE,,,,,,,,,,,,,
0000089750,frame_89750,FALSE,,,FALSE,,,,,,,,,,,,,
0000089800,frame_89800,FALSE,,,FALSE,,,,,,,,,,,,,
0000089850,frame_89850,FALSE,,,FALSE,,,,,,,,,,,,,
0000089900,frame_89900,FALSE,,,FALSE,,,,,,,,,,,,,
0000089950,frame_89950,FALSE,,,FALSE,,,,,,,,,,,,,
0000090000,frame_90000,FALSE,,,FALSE,,,,,,,,,,,,,
0000090050,frame_90050,FALSE,,,FALSE,,,,,,,,,,,,,
0000090100,frame_90100,FALSE,,,FALSE,,,,,,,,,,,,,
0000090150,frame_90150,FALSE,,,FALSE,,,,,,,,,,,,,
0000090200,frame_90200,FALSE,,,FALSE,,,,,,,,,,,,,
0000090250,frame_90250,FALSE,,,FALSE,,,,,,,,,,,,,
0000090300,frame_90300,FALSE,,,FALSE,,,,,,,,,,,,,
0000090350,frame_90350,FALSE,,,FALSE,,,,,,,,,,,,,
0000090400,frame_90400,FALSE,,,FALSE,,,,,,,,,,,,,
0000090450,frame_90450,FALSE,,,FALSE,,,,,,,,,,,,,
0000090500,frame_90500,FALSE,,,FALSE,,,,,,,,,,,,,
0000090550,frame_90550,FALSE,,,FALSE,,,,,,,,,,,,,
0000090600,frame_90600,FALSE,,,FALSE,,,,,,,,,,,,,
0000090650,frame_90650,FALSE,,,FALSE,,,,,,,,,,,,,
0000090700,frame_90700,FALSE,,,FALSE,,,,,,,,,,,,,
0000090750,frame_90750,FALSE,,,FALSE,,,,,,,,,,,,,
0000090800,frame_90800,FALSE,,,FALSE,,,,,,,,,,,,,
0000090850,frame_90850,FALSE,,,FALSE,,,,,,,,,,,,,
0000090900,frame_90900,FALSE,,,FALSE,,,,,,,,,,,,,
0000090950,frame_90950,FALSE,,,FALSE,,,,,,,,,,,,,
0000091000,frame_91000,FALSE,,,FALSE,,,,,,,,,,,,,
0000091050,frame_91050,FALSE,,,FALSE,,,,,,,,,,,,,
0000091100,frame_91100,FALSE,,,FALSE,,,,,,,,,,,,,
0000091150,frame_91150,FALSE,,,FALSE,,,,,,,,,,,,,
0000091200,frame_91200,FALSE,,,FALSE,,,,,,,,,,,,,
0000091250,frame_91250,FALSE,,,FALSE,,,,,,,,,,,,,
0000091300,frame_91300,FALSE,,,FALSE,,,,,,,,,,,,,
0000091350,frame_91350,FALSE,,,FALSE,,,,,,,,,,,,,
0000091400,frame_91400,FALSE,,,FALSE,,,,,,,,,,,,,
0000091450,frame_91450,FALSE,,,FALSE,,,,,,,,,,,,,
0000091500,frame_91500,FALSE,,,FALSE,,,,,,,,,,,,,
0000091550,frame_91550,FALSE,,,FALSE,,,,,,,,,,,,,
0000091600,frame_91600,FALSE,,,FALSE,,,,,,,,,,,,,
0000091650,frame_91650,FALSE,,,FALSE,,,,,,,,,,,,,
0000091700,frame_91700,FALSE,,,FALSE,,,,,,,,,,,,,
0000091750,frame_91750,FALSE,,,FALSE,,,,,,,,,,,,,
0000091800,frame_91800,FALSE,,,FALSE,,,,,,,,,,,,,
0000091850,frame_91850,FALSE,,,FALSE,,,,,,,,,,,,,
0000091900,frame_91900,FALSE,,,FALSE,,,,,,,,,,,,,
0000091950,frame_91950,FALSE,,,FALSE,,,,,,,,,,,,,
0000092000,frame_92000,FALSE,,,FALSE,,,,,,,,,,,,,
0000092050,frame_92050,FALSE,,,FALSE,,,,,,,,,,,,,
0000092100,frame_92100,FALSE,,,FALSE,,,,,,,,,,,,,
0000092150,frame_92150,FALSE,,,FALSE,,,,,,,,,,,,,
0000092200,frame_92200,FALSE,,,FALSE,,,,,,,,,,,,,
0000092250,frame_92250,FALSE,,,FALSE,,,,,,,,,,,,,
0000092300,frame_92300,FALSE,,,FALSE,,,,,,,,,,,,,
0000092350,frame_92350,FALSE,,,FALSE,,,,,,,,,,,,,
0000092400,frame_92400,FALSE,,,FALSE,,,,,,,,,,,,,
0000092450,frame_92450,FALSE,,,FALSE,,,,,,,,,,,,,
0000092500,frame_92500,FALSE,,,FALSE,,,,,,,,,,,,,
0000092550,frame_92550,FALSE,,,FALSE,,,,,,,,,,,,,
0000092600,frame_92600,FALSE,,,FALSE,,,,,,,,,,,,,
0000092650,frame_92650,FALSE,,,FALSE,,,,,,,,,,,,,
0000092700,frame_92700,FALSE,,,FALSE,,,,,,,,,,,,,
0000092750,frame_92750,FALSE,,,FALSE,,,,,,,,,,,,,
0000092800,frame_92800,FALSE,,,FALSE,,,,,,,,,,,,,
0000092850,frame_92850,FALSE,,,FALSE,,,,,,,,,,,,,
0000092900,frame_92900,FALSE,,,FALSE,,,,,,,,,,,,,
0000092950,frame_92950,FALSE,,,FALSE,,,,,,,,,,,,,
0000093000,frame_93000,FALSE,,,FALSE,,,,,,,,,,,,,
0000093050,frame_93050,FALSE,,,FALSE,,,,,,,,,,,,,
0000093100,frame_93100,FALSE,,,FALSE,,,,,,,,,,,,,
0000093150,frame_93150,FALSE,,,FALSE,,,,,,,,,,,,,
0000093200,frame_93200,FALSE,,,FALSE,,,,,,,,,,,,,
0000093250,frame_93250,FALSE,,,FALSE,,,,,,,,,,,,,
0000093300,frame_93300,FALSE,,,FALSE,,,,,,,,,,,,,
0000093350,frame_93350,FALSE,,,FALSE,,,,,,,,,,,,,
0000093400,frame_93400,FALSE,,,FALSE,,,,,,,,,,,,,
0000093450,frame_93450,FALSE,,,FALSE,,,,,,,,,,,,,
0000093500,frame_93500,FALSE,,,FALSE,,,,,,,,,,,,,
0000093550,frame_93550,FALSE,,,FALSE,,,,,,,,,,,,,
0000093600,frame_93600,FALSE,,,FALSE,,,,,,,,,,,,,
0000093650,frame_93650,FALSE,,,FALSE,,,,,,,,,,,,,
0000093700,frame_93700,FALSE,,,FALSE,,,,,,,,,,,,,
0000093750,frame_93750,FALSE,,,FALSE,,,,,,,,,,,,,
0000093800,frame_93800,FALSE,,,FALSE,,,,,,,,,,,,,
0000093850,frame_93850,FALSE,,,FALSE,,,,,,,,,,,,,
0000093900,frame_93900,FALSE,,,FALSE,,,,,,,,,,,,,
0000093950,frame_93950,FALSE,,,FALSE,,,,,,,,,,,,,
0000094000,frame_94000,FALSE,,,FALSE,,,,,,,,,,,,,
0000094050,frame_94050,FALSE,,,FALSE,,,,,,,,,,,,,
0000094100,frame_94100,FALSE,,,FALSE,,,,,,,,,,,,,
0000094150,frame_94150,FALSE,,,FALSE,,,,,,,,,,,,,
0000094200,frame_94200,FALSE,,,FALSE,,,,,,,,,,,,,
0000094250,frame_94250,FALSE,,,FALSE,,,,,,,,,,,,,
0000094300,frame_94300,FALSE,,,FALSE,,,,,,,,,,,,,
0000094350,frame_94350,FALSE,,,FALSE,,,,,,,,,,,,,
0000094400,frame_94400,FALSE,,,FALSE,,,,,,,,,,,,,
0000094450,frame_94450,FALSE,,,FALSE,,,,,,,,,,,,,
0000094500,frame_94500,FALSE,,,FALSE,,,,,,,,,,,,,
0000094550,frame_94550,FALSE,,,FALSE,,,,,,,,,,,,,
0000094600,frame_94600,FALSE,,,FALSE,,,,,,,,,,,,,
0000094650,frame_94650,FALSE,,,FALSE,,,,,,,,,,,,,
0000094700,frame_94700,FALSE,,,FALSE,,,,,,,,,,,,,
0000094750,frame_94750,FALSE,,,FALSE,,,,,,,,,,,,,
0000094800,frame_94800,FALSE,,,FALSE,,,,,,,,,,,,,
0000094850,frame_94850,FALSE,,,FALSE,,,,,,,,,,,,,
0000094900,frame_94900,FALSE,,,FALSE,,,,,,,,,,,,,
0000094950,frame_94950,FALSE,,,FALSE,,,,,,,,,,,,,
0000095000,frame_95000,FALSE,,,FALSE,,,,,,,,,,,,,
0000095050,frame_95050,FALSE,,,FALSE,,,,,,,,,,,,,
0000095100,frame_95100,FALSE,,,FALSE,,,,,,,,,,,,,
0000095150,frame_95150,FALSE,,,FALSE,,,,,,,,,,,,,
0000095200,frame_95200,FALSE,,,FALSE,,,,,,,,,,,,,
0000095250,frame_95250,FALSE,,,FALSE,,,,,,,,,,,,,
0000095300,frame_95300,FALSE,,,FALSE,,,,,,,,,,,,,
0000095350,frame_95350,FALSE,,,FALSE,,,,,,,,,,,,,
0000095400,frame_95400,FALSE,,,FALSE,,,,,,,,,,,,,
0000095450,frame_95450,FALSE,,,FALSE,,,,,,,,,,,,,
0000095500,frame_95500,FALSE,,,FALSE,,,,,,,,,,,,,
0000095550,frame_95550,FALSE,,,FALSE,,,,,,,,,,,,,
0000095600,frame_95600,FALSE,,,FALSE,,,,,,,,,,,,,
0000095650,frame_95650,FALSE,,,FALSE,,,,,,,,,,,,,
0000095700,frame_95700,FALSE,,,FALSE,,,,,,,,,,,,,
0000095750,frame_95750,FALSE,,,FALSE,,,,,,,,,,,,,
0000095800,frame_95800,FALSE,,,FALSE,,,,,,,,,,,,,
0000095850,frame_95850,FALSE,,,FALSE,,,,,,,,,,,,,
0000095900,frame_95900,FALSE,,,FALSE,,,,,,,,,,,,,
0000095950,frame_95950,FALSE,,,FALSE,,,,,,,,,,,,,
0000096000,frame_96000,FALSE,,,FALSE,,,,,,,,,,,,,
0000096050,frame_96050,FALSE,,,FALSE,,,,,,,,,,,,,
0000096100,frame_96100,FALSE,,,FALSE,,,,,,,,,,,,,
0000096150,frame_96150,FALSE,,,FALSE,,,,,,,,,,,,,
0000096200,frame_96200,FALSE,,,FALSE,,,,,,,,,,,,,
0000096250,frame_96250,FALSE,,,FALSE,,,,,,,,,,,,,
0000096300,frame_96300,FALSE,,,FALSE,,,,,,,,,,,,,
0000096350,frame_96350,FALSE,,,FALSE,,,,,,,,,,,,,
0000096400,frame_96400,FALSE,,,FALSE,,,,,,,,,,,,,
0000096450,frame_96450,FALSE,,,FALSE,,,,,,,,,,,,,
0000096500,frame_96500,FALSE,,,FALSE,,,,,,,,,,,,,
0000096550,frame_96550,FALSE,,,FALSE,,,,,,,,,,,,,
